x,y,z_train,z_result
0.0,0.0,0.0,0.07084785887202837
0.0,0.2785142527367778,0.15451879280784048,0.16121053088810397
0.0,0.5570285054735556,0.5814920712880266,0.27812600450851405
0.0,0.8355427582103334,0.984807753012208,0.3927837906998674
0.0,1.1140570109471113,0.6126005451932031,0.49274705876669417
0.0,1.3925712636838892,0.6720078605555224,0.5700878875579173
0.0,1.6710855164206668,0.6427876096865403,0.6416493422711808
0.0,1.9495997691574447,0.9683899605278056,0.7206982645058072
0.0,2.2281140218942226,0.4831125992966378,0.7947865578774334
0.0,2.506628274631,2.2662155590591922e-15,0.8548454990161888
0.2785142527367778,0.0,0.07749242067193092,0.20980396573431623
0.2785142527367778,0.2785142527367778,0.2306158707424401,0.3241285108567193
0.2785142527367778,0.5570285054735556,0.6427876096865393,0.40338297533316025
0.2785142527367778,0.8355427582103334,0.9953027957931658,0.4633289322402687
0.2785142527367778,1.1140570109471113,0.5495089780708062,0.5199883070462926
0.2785142527367778,1.3925712636838892,0.7273736415730486,0.5944230117407631
0.2785142527367778,1.6710855164206668,0.5814920712880276,0.6815403203351468
0.2785142527367778,1.9495997691574447,0.984807753012208,0.7633138542962761
0.2785142527367778,2.2281140218942226,0.5495089780708047,0.8306957195148728
0.2785142527367778,2.506628274631,0.07749242067192781,0.8821458062346769
0.5570285054735556,0.0,0.3053259976951131,0.35968224571445606
0.5570285054735556,0.2785142527367778,0.4487991802004621,0.4293472601746656
0.5570285054735556,0.5570285054735556,0.8021231927550437,0.45626074310502673
0.5570285054735556,0.8355427582103334,0.9908004033648452,0.488882738486692
0.5570285054735556,1.1140570109471113,0.3420201433256689,0.5564753639498692
0.5570285054735556,1.3925712636838892,0.8660254037844385,0.6437138463017353
0.5570285054735556,1.6710855164206668,0.3781998581716435,0.7298961212238095
0.5570285054735556,1.9495997691574447,0.9983081582712684,0.8037967596979118
0.5570285054735556,2.2281140218942226,0.7273736415730482,0.8618842274059011
0.5570285054735556,2.506628274631,0.30532599769511104,0.9049549913634104
0.8355427582103334,0.0,0.6427876096865393,0.4374319818981638
0.8355427582103334,0.2785142527367778,0.7534358963276606,0.46747318310648955
0.8355427582103334,0.5570285054735556,0.9683899605278058,0.49056534266270996
0.8355427582103334,0.8355427582103334,0.8660254037844392,0.5390252958467715
0.8355427582103334,1.1140570109471113,0.03877537125681615,0.613234008549109
0.8355427582103334,1.3925712636838892,0.9908004033648452,0.6969469207123009
0.8355427582103334,1.6710855164206668,1.1331077795295961e-15,0.7748286459739668
0.8355427582103334,1.9495997691574447,0.9021674247810384,0.839079503735233
0.8355427582103334,2.2281140218942226,0.932883704732,0.8881404070881692
0.8355427582103334,2.506628274631,0.6427876096865369,0.923735769577552
1.1140570109471113,0.0,0.9461481568757504,0.46502985006813297
1.1140570109471113,0.2785142527367778,0.984807753012208,0.5113753702393905
1.1140570109471113,0.5570285054735556,0.9579895123154888,0.5518830400002971
1.1140570109471113,0.8355427582103334,0.48311259929663897,0.6025000464052648
1.1140570109471113,1.1140570109471113,0.5495089780708056,0.6711524717848929
1.1140570109471113,1.3925712636838892,0.9182161068802742,0.7462818136100918
1.1140570109471113,1.6710855164206668,0.5166993711518619,0.8143648769430187
1.1140570109471113,1.9495997691574447,0.5495089780708068,0.8690812732289588
1.1140570109471113,2.2281140218942226,0.984807753012208,0.9099313850991563
1.1140570109471113,2.506628274631,0.9461481568757496,0.9390559405540654
1.3925712636838892,0.0,0.9328837047320006,0.5142398911241413
1.3925712636838892,0.2785142527367778,0.8660254037844387,0.5757185130274409
1.3925712636838892,0.5570285054735556,0.5495089780708062,0.6195179729403685
1.3925712636838892,0.8355427582103334,0.19271226054808915,0.6651909792367532
1.3925712636838892,1.1140570109471113,0.9579895123154888,0.7250662704592412
1.3925712636838892,1.3925712636838892,0.4487991802004624,0.7902233702719133
1.3925712636838892,1.6710855164206668,0.9461481568757502,0.8483749470219153
1.3925712636838892,1.9495997691574447,0.11609291412522856,0.8942089090980714
1.3925712636838892,2.2281140218942226,0.6427876096865405,0.9278257077846589
1.3925712636838892,2.506628274631,0.9328837047320016,0.9514610779713458
1.6710855164206668,0.0,0.3420201433256693,0.5764500326066451
1.6710855164206668,0.2785142527367778,0.19271226054809024,0.6409462216006108
1.6710855164206668,0.5570285054735556,0.2681726127606369,0.6837887589861713
1.6710855164206668,0.8355427582103334,0.8660254037844379,0.723259887474928
1.6710855164206668,1.1140570109471113,0.8459864259198417,0.7735402963853389
1.6710855164206668,1.3925712636838892,0.3781998581716415,0.8284657588262313
1.6710855164206668,1.6710855164206668,0.86602540378444,0.8771444331970285
1.6710855164206668,1.9495997691574447,0.8246750041091063,0.9149994500339695
1.6710855164206668,2.2281140218942226,0.15451879280783826,0.9423936571328743
1.6710855164206668,2.506628274631,0.3420201433256723,0.96144577178263
1.9495997691574447,0.0,0.6126005451932024,0.6377323146379976
1.9495997691574447,0.2785142527367778,0.7273736415730484,0.7011678991733529
1.9495997691574447,0.5570285054735556,0.9579895123154888,0.7417710023519271
1.9495997691574447,0.8355427582103334,0.8847617971766579,0.7751275369364989
1.9495997691574447,1.1140570109471113,2.4492935982947064e-16,0.8160030724913793
1.9495997691574447,1.3925712636838892,0.984807753012208,0.8611168375848436
1.9495997691574447,1.6710855164206668,0.03877537125681842,0.9011408298310774
1.9495997691574447,1.9495997691574447,0.9182161068802748,0.932028646341383
1.9495997691574447,2.2281140218942226,0.9182161068802736,0.9541700793303329
1.9495997691574447,2.506628274631,0.6126005451932021,0.9694434715920363
2.2281140218942226,0.0,0.9683899605278058,0.6945381860648493
2.2281140218942226,0.2785142527367778,0.9182161068802742,0.7546470175055223
2.2281140218942226,0.5570285054735556,0.6427876096865396,0.7922326535289204
2.2281140218942226,0.8355427582103334,0.07749242067192982,0.8200420028332196
2.2281140218942226,1.1140570109471113,0.9182161068802736,0.8523529040036968
2.2281140218942226,1.3925712636838892,0.5495089780708068,0.8885360845687397
2.2281140218942226,1.6710855164206668,0.9021674247810366,0.9209204130878168
2.2281140218942226,1.9495997691574447,4.898587196589413e-16,0.9458614257890243
2.2281140218942226,2.2281140218942226,0.7273736415730501,0.9636354804380709
2.2281140218942226,2.506628274631,0.9683899605278068,0.9758247439761036
2.506628274631,0.0,1.1331077795295961e-15,0.7456089213898793
2.506628274631,0.2785142527367778,0.1545187928078394,0.8008134270510487
2.506628274631,0.5570285054735556,0.5814920712880258,0.8348495924432318
2.506628274631,0.8355427582103334,0.9848077530122076,0.8578750558353826
2.506628274631,1.1140570109471113,0.6126005451932043,0.8828376224159385
2.506628274631,1.3925712636838892,0.6720078605555212,0.9112359781632936
2.506628274631,1.6710855164206668,0.6427876096865418,0.9370638848965318
2.506628274631,1.9495997691574447,0.9683899605278056,0.9570215979045743
2.506628274631,2.2281140218942226,0.48311259929663597,0.9712082834246707
2.506628274631,2.506628274631,4.2875017582889134e-15,0.9809004876053148
